income,investment_income,deductions,age,state,target
149044,11461,5497,32,TX,30153.700000000004
138542,19583,20933,49,NY,25412.600000000002
43760,6103,22718,25,TX,3987.9500000000007
51927,12197,22394,50,FL,6616.450000000001
116475,15424,13751,35,FL,22170.85
91367,16053,29882,62,FL,13210.850000000002
127955,240,21310,46,FL,20299.5
42588,19824,25966,49,FL,4999.700000000001
131678,4631,9304,50,WA,24704.250000000004
134734,9599,10426,22,NY,25780.15
148154,11694,11058,35,TX,28620.4
82233,5077,22449,65,FL,11595.900000000001
74738,3768,11260,27,WA,12697.800000000001
63397,9142,18563,53,WA,9409.95
112189,7995,21351,50,WA,18299.300000000003
106367,13276,634,40,NY,23106.300000000003
101260,19989,20015,57,FL,18246.6
106619,12746,25975,22,WA,16741.950000000004
141453,11475,29362,51,WA,22671.350000000002
49816,18557,27315,41,FL,5918.0
72240,6568,27746,34,NY,8496.7
36276,2601,10057,48,WA,5131.1
143939,19041,13345,24,TX,28307.700000000004
134199,6080,10147,34,CA,25215.050000000003
109530,13854,21061,45,CA,18718.85
53499,2159,18602,55,CA,6373.1500000000015
118576,8313,1389,39,NY,24614.9
138856,4368,13071,32,WA,25158.65
112495,1317,11322,54,CA,19866.05
101635,13272,4276,32,CA,21248.8
137803,1230,12306,67,FL,24668.600000000002
115112,17517,1249,67,WA,25337.7
65946,1301,24024,42,WA,7378.35
85204,15927,27742,38,FL,12494.349999999999
81886,1910,22096,55,WA,11139.7
101652,14904,17629,19,TX,18158.75
45563,8107,8245,44,NY,8267.4
122324,18300,11102,66,FL,24434.300000000003
122464,2757,16226,49,CA,20849.850000000002
131872,6464,10588,38,WA,24697.0
39847,16562,442,21,TX,10343.2
56155,9088,6976,61,TX,10850.2
109671,15124,4675,36,NY,23034.05
146891,14260,11803,19,TX,28566.45
113310,9743,7953,43,WA,22135.2
97278,8683,4377,51,WA,19663.800000000003
48309,60,10599,31,TX,7021.050000000001
30619,9269,7058,32,WA,5749.65
113194,2895,17206,37,WA,18771.550000000003
80108,15323,11894,51,CA,15346.55
64707,12352,2939,53,FL,14059.45
50337,11875,23480,36,WA,5978.6500000000015
111537,16969,22149,26,WA,19315.5
96504,5823,29312,24,NY,12846.25
77614,11962,1031,47,FL,17059.350000000002
121428,534,10208,30,FL,21813.7
121155,19846,562,44,FL,27067.4
30281,4011,10730,61,TX,3975.3500000000004
57420,19782,16724,52,CA,10270.3
110896,2155,20951,30,CA,17264.7
69030,6957,16152,32,NY,10811.55
31058,9196,13998,63,FL,4091.5
116213,10691,24246,26,FL,18784.750000000004
106260,13327,28351,62,WA,16163.3
58404,2706,18680,40,TX,7416.700000000001
133482,1,16618,53,TX,22542.050000000003
135284,9225,21586,57,NY,23044.050000000003
59856,17488,9308,20,CA,12267.400000000001
39200,14820,26484,51,FL,3442.0
94178,10891,9609,36,NY,18067.000000000004
63997,1861,29495,45,TX,5704.800000000001
55611,5269,17675,40,TX,7493.800000000001
149273,11112,28064,57,TX,24505.4
71235,15699,21111,66,FL,11324.099999999999
147428,8320,28230,62,FL,23676.100000000002
65057,16821,8720,24,FL,13354.550000000001
31239,10740,27900,58,WA,883.8000000000002
133674,3129,10172,29,CA,24661.15
144474,17285,14457,31,TX,27873.300000000003
95661,14380,2939,63,TX,20554.45
75272,11360,14345,32,WA,13172.150000000001
119393,5398,16158,20,TX,20648.800000000003
91212,5529,5435,32,TX,17713.0
45398,3918,23365,68,FL,3826.050000000001
86503,17451,5392,41,FL,18570.250000000004
36638,16410,25905,69,CA,3312.8500000000004
36570,6937,7972,63,TX,6361.549999999999
98785,7118,17617,25,NY,16420.45
39110,16931,26329,22,TX,3779.3999999999996
135899,10860,19184,68,TX,24012.800000000003
109141,5338,27509,21,CA,15751.650000000001
42115,12472,14799,31,NY,6594.049999999999
69062,3140,27335,33,TX,7449.6500000000015
52911,7996,19159,37,NY,6991.85
134061,15489,15052,41,FL,25372.55
62556,17974,6044,23,FL,13696.300000000001
108131,14201,19871,48,NY,18788.600000000002
31969,7776,23767,23,TX,1618.4499999999998
73753,4943,14415,52,NY,11888.300000000001
112811,12886,20234,32,NY,19436.600000000002
34470,8997,27103,46,FL,1467.7999999999993
40225,7798,21381,20,NY,3869.4500000000007
137860,17741,17274,28,WA,25914.65
137510,8092,13858,20,WA,25251.3
138295,3225,22304,45,FL,22566.75
53196,11810,26641,27,TX,5750.450000000001
135823,14914,17572,67,TX,25008.7
43669,2460,5644,50,FL,7691.800000000001
67380,8737,28873,65,TX,7568.299999999999
140677,13920,17124,33,CA,25942.4
145886,19112,17753,27,WA,27605.75
78320,10754,25965,50,CA,10785.849999999999
77414,10833,18384,53,CA,12511.75
133542,3114,17855,20,CA,22711.75
45577,17000,17920,22,FL,7185.4
118009,15360,16702,29,CA,21730.300000000003
85409,17587,26840,61,NY,13009.849999999999
58625,9951,5153,30,TX,11929.4
111040,2565,1894,41,FL,22119.25
54089,3174,28287,61,NY,4222.1500000000015
66487,19465,29395,49,NY,8868.400000000001
95838,2630,27398,33,WA,12712.600000000002
126999,3161,7991,49,WA,23876.200000000004
140448,4321,15439,62,NY,24878.000000000004
124795,13204,29084,54,WA,19668.6
80138,7099,9467,53,TX,14725.7
72823,11360,27659,38,TX,9353.85
67208,10313,24976,64,WA,8744.550000000001
84061,13502,5935,29,CA,17353.75
60659,5801,17107,68,NY,8725.2
131376,14130,2329,38,TX,27812.45
61890,14271,9327,68,WA,12186.9
109134,16075,2770,38,WA,23545.550000000003
77055,4151,23929,60,TX,10051.4
142269,8911,4846,23,TX,28578.950000000004
49508,18984,16651,26,CA,8586.45
72287,12861,16276,18,WA,12317.550000000003
108916,666,14633,29,WA,18224.850000000002
56984,16667,13628,31,FL,10489.85
140169,5840,569,23,CA,28767.550000000003
38125,3565,27132,18,TX,1376.75
66059,10426,1973,39,TX,14282.45
99569,17849,25121,51,NY,16310.900000000001
133409,7366,2822,28,TX,27081.200000000004
47087,15630,20844,20,WA,6550.9
136437,7382,29218,59,TX,21090.2
145262,16149,270,23,WA,31407.25
35704,15871,16320,23,WA,5441.450000000001
90576,13273,7641,37,CA,18195.9
103384,992,8930,38,TX,18593.100000000002
117128,6858,6680,19,CA,22784.300000000003
141279,2121,1257,43,WA,28259.700000000004
102460,12388,8250,48,TX,20287.7
57208,18607,5370,43,TX,12890.15
148516,19572,28757,49,CA,25449.75
115150,19621,4858,27,CA,24758.65
96024,4136,8581,40,WA,17679.95
69882,16727,13491,23,WA,13112.7
55923,12653,25294,40,TX,6759.049999999999
144044,15479,23383,45,TX,25284.9
131477,4823,12436,66,FL,23909.850000000002
59165,4920,12870,47,FL,9353.5
97203,19585,16504,31,NY,18252.350000000002
121749,5471,6908,54,WA,23443.450000000004
34114,17272,10844,49,NY,6702.6
94965,9533,18687,66,NY,15751.2
66321,7127,4861,51,CA,13118.0
103297,3720,2911,58,CA,20489.65
126652,19267,8991,61,FL,25972.7
129304,15696,11572,68,NY,25322.200000000004
143942,18799,10298,39,FL,29033.75
55426,19385,29693,48,WA,6569.700000000001
47772,18122,7236,24,TX,10463.699999999999
133754,1364,5565,58,CA,25564.15
33712,2708,22915,38,WA,1419.8500000000004
31367,12982,17493,33,WA,3847.4500000000007
136493,17308,6929,37,CA,28162.550000000003
137317,151,17634,60,CA,23077.550000000003
145142,17296,27216,61,NY,24818.800000000003
121736,2321,24561,64,FL,18555.100000000002
81924,13865,18033,67,WA,13956.3
33726,495,7351,36,NY,4981.700000000001
119152,11987,22295,65,NY,20054.7
57723,2148,25921,49,WA,5386.550000000001
133110,556,19340,32,WA,21870.4
130494,13393,14901,22,TX,24382.500000000004
39108,1552,10638,28,FL,5394.900000000001
107714,18504,5828,32,WA,22861.4
65643,3085,21378,46,CA,8246.85
61324,19888,11556,67,TX,12359.0
133896,156,22820,62,FL,21097.600000000002
113360,8926,25060,21,CA,17745.9
140896,7162,23998,66,CA,23254.0
38927,8055,25378,53,FL,2649.1500000000015
123680,4654,18099,65,TX,20909.35
126546,11468,8150,40,CA,24991.9
52443,154,10107,32,NY,7984.950000000001
109973,7950,19867,63,FL,18220.350000000002
93449,15323,24059,61,FL,14973.5
139834,17380,1757,20,WA,30134.550000000003
135314,4626,18193,49,TX,23208.450000000004
106743,19289,21923,27,NY,18761.2
90233,14259,22432,57,NY,14577.45
55537,14873,11199,55,WA,10538.600000000002
131293,13016,27801,39,CA,21260.750000000004
107576,9369,28071,31,CA,15902.8
137522,153,26896,34,NY,20803.350000000002
52612,7853,16295,38,TX,7626.600000000002
123977,12379,26246,68,CA,20090.75
36471,15792,12807,65,FL,6461.25
65631,5599,17535,32,WA,9582.300000000001
138997,18100,5492,32,TX,29141.4
122059,14785,23095,18,CA,20855.800000000003
61348,11049,6302,41,NY,12351.45
94732,786,15929,29,WA,15082.050000000003
31177,4368,4747,27,CA,5703.85
34760,14923,26799,63,NY,2490.7000000000007
62779,4272,14238,59,CA,9637.1
51636,5994,27243,59,WA,4415.550000000001
111889,19810,8402,69,FL,23248.800000000003
83551,7011,10686,48,FL,15090.350000000002
41556,14086,4681,28,NY,9253.85
57598,9261,28838,33,FL,5699.25
41563,18733,18891,26,WA,6399.799999999999
76819,7011,19347,64,NY,11578.7
139326,1212,3428,31,CA,27190.0
103770,14141,27951,36,TX,15887.400000000001
121055,9344,29928,48,CA,18130.6
56966,6704,7494,26,WA,10525.300000000001
111709,15896,3955,53,NY,23737.450000000004
89889,18895,29877,56,CA,13342.8
56987,143,20089,43,NY,6396.600000000002
108714,10681,27981,25,FL,16349.700000000004
134874,7367,14026,41,TX,24573.350000000002
88348,3228,20422,25,WA,13048.300000000003
54596,4582,9244,36,CA,9295.5
63174,13147,713,64,TX,14428.6
94106,11397,23644,65,WA,14619.75
137510,6031,11080,47,WA,25636.65
99967,4243,23395,39,FL,14781.100000000002
89182,13647,25263,26,NY,13567.7
123300,11496,8521,61,NY,24254.15
117163,9549,1746,65,TX,24428.45
69310,15146,17591,21,FL,11736.15
86088,19097,26718,54,WA,13402.650000000001
38906,4185,17168,25,FL,4116.950000000001
66914,12486,2696,18,FL,14581.7
140350,7328,12012,45,TX,26166.2
75379,19576,14688,23,NY,14340.2
108612,16684,23457,64,FL,18360.75
144828,17107,5036,53,FL,30272.65
67650,3010,7127,28,FL,12199.75
76881,5555,29960,22,CA,8719.45
76413,67,3718,67,FL,14363.15
36012,12185,22159,41,FL,3490.4000000000015
80115,18890,7910,64,WA,16879.0
37151,1537,2693,35,CA,6987.500000000001
87716,16781,17009,37,FL,15808.100000000002
123747,11549,15858,45,FL,22517.25
122653,5680,28810,30,TX,18180.100000000002
66378,8747,20092,22,TX,9564.65
72652,15116,23243,47,CA,10987.050000000003
102430,2941,15932,18,WA,16944.15
43467,10849,25337,39,CA,3986.5
61010,7067,7692,35,CA,11339.05
144793,10151,28555,63,TX,23342.500000000004
84691,17985,6398,22,TX,18036.45
94157,17864,7252,48,WA,19698.0
138177,19660,11721,23,FL,27654.15
42289,15126,17939,44,WA,6241.950000000001
74976,15613,11825,42,FL,14380.900000000001
73596,6447,25251,46,NY,9373.5
53171,5499,4187,45,TX,10412.300000000001
130441,6273,24151,33,NY,20991.4
116365,1299,29764,29,NY,16026.849999999999
148218,6701,36,37,TX,30639.750000000004
129590,4994,28412,35,NY,19564.1
144014,15627,18171,51,CA,26604.100000000002
74139,7489,6283,40,FL,14380.400000000001
78713,8269,15202,62,WA,13182.45
59734,2831,8060,44,TX,10356.45
102588,11602,27303,66,CA,15432.150000000001
93646,19105,8065,34,WA,19578.7
33654,11819,29873,65,WA,1035.3999999999996
119022,17916,3880,38,WA,25521.800000000003
48743,1996,5932,67,NY,8565.0
78368,11619,26470,57,NY,10798.95
120025,16661,8328,48,NY,24422.15
104172,3089,6333,20,NY,19714.5
36441,523,22143,34,CA,1830.9000000000005
149735,12410,22869,67,NY,26091.25
54611,15732,13870,43,TX,9814.5
149891,19506,11268,40,WA,30087.1
137971,8167,5067,23,CA,27552.5
42149,5190,15616,45,NY,5304.300000000001
130102,4575,12075,25,WA,23687.9
89189,7727,17045,62,CA,14735.599999999999
137904,15378,7973,25,WA,27894.250000000004
51675,1797,22770,36,CA,4912.049999999999
101031,2131,10002,55,FL,18025.350000000002
72668,14900,7887,46,CA,14796.849999999999
43673,17199,414,40,NY,11210.95
106666,11332,6850,64,WA,21320.5
118204,6666,24918,49,WA,18411.200000000004
110758,16526,2729,27,WA,23948.250000000004
95429,12479,28026,44,TX,13951.149999999998
53669,1410,28241,66,TX,3885.050000000001
64068,12665,11929,18,NY,11731.1
118789,534,14988,56,FL,20090.9
39435,3364,3897,46,TX,7417.35
124088,17416,28817,62,CA,20225.750000000004
82249,3342,28994,20,NY,9702.599999999999
67384,13465,2169,68,FL,14954.300000000001
111929,4500,13563,64,CA,19670.050000000003
106153,1172,18262,54,WA,16840.9
134056,8007,28546,48,TX,20875.75
105388,1641,22838,28,CA,15614.250000000004
61401,16855,12888,39,FL,11586.45
101831,19324,4570,35,NY,22122.3
149503,8738,27193,52,CA,24413.050000000003
145760,4726,1515,23,NY,29482.15
131529,11789,16958,20,WA,23834.65
64084,11017,12634,22,FL,11310.85
140641,363,19251,26,FL,23369.9
135111,10358,13798,45,TX,25126.4
85826,3309,19928,36,FL,12679.55
66451,16929,4477,45,CA,14710.300000000001
37227,3240,29975,44,CA,437.65000000000055
61910,6665,16455,30,CA,9268.0
66041,12921,27144,55,WA,8360.35
118920,1936,28013,60,FL,17071.15
95681,13968,19364,38,FL,16390.4
133314,11197,25693,44,CA,21919.100000000002
111571,11998,21876,63,TX,18644.9
95481,882,26962,23,TX,12488.0
98576,6923,28084,55,FL,13732.650000000001
137958,13708,9551,66,FL,27260.050000000003
94174,5204,21143,28,NY,14329.649999999998
56160,7288,26091,64,FL,5802.450000000001
145170,3203,24468,58,CA,23397.45
147867,2244,14179,34,WA,26365.25
47633,18,39,56,FL,9519.550000000001
124880,17025,25958,24,FL,21040.25
47014,3083,10222,47,CA,7309.750000000002
110532,8521,27197,38,NY,16585.300000000003
79104,17249,21757,18,FL,12968.900000000001
71621,773,29637,42,TX,7030.9000000000015
107231,4732,23949,49,TX,16168.75
98388,19902,16116,25,TX,18633.9
46014,6795,18284,22,WA,5651.050000000001
122578,6984,18601,47,WA,20912.95
63755,2567,16049,68,FL,9123.8
70390,16121,4796,25,FL,15297.150000000001
53711,1674,4606,66,FL,9841.800000000001
121658,10875,17667,36,WA,21546.100000000002
87993,11572,8775,61,FL,17140.65
104696,739,29655,47,CA,13636.3
57213,1545,25034,32,NY,5415.85
145788,9327,14864,53,TX,26840.65
134956,5127,14193,61,TX,24212.0
87784,9065,14676,44,CA,15247.55
37421,10492,10457,30,FL,6443.75
116936,13749,27242,31,WA,18639.05
129073,9045,17199,54,FL,22871.600000000002
47727,18667,16044,65,FL,8334.449999999999
142418,9521,15066,47,TX,26145.250000000004
34358,8669,18895,56,TX,3448.2000000000007
95108,11283,246,64,WA,20652.550000000003
124018,6998,21209,30,TX,20551.050000000003
62117,13440,6516,33,FL,12810.400000000001
118700,12697,16800,61,CA,21444.55
61910,13733,13342,24,WA,11106.45
128032,1269,29039,65,CA,18537.0
85754,7868,23086,44,FL,12559.5
92438,12373,20101,62,WA,15318.300000000003
139847,18987,16491,52,CA,26694.7
59371,5961,27207,32,WA,5966.6
81501,15734,9030,45,FL,16402.8
90946,9661,20897,52,WA,14414.100000000002
68467,8569,29492,24,FL,7605.750000000002
47625,7557,1421,67,WA,10303.3
63893,18064,12970,63,WA,12245.7
106329,8433,7283,67,TX,20710.000000000004
61007,15653,28488,68,FL,7427.350000000002
121302,9111,15945,63,NY,21640.800000000003
69532,5682,255,37,WA,14694.95
84253,15479,23632,49,CA,13264.45
42323,15047,11019,55,TX,7966.9
141335,8084,15487,57,TX,25607.85
142356,16453,9029,49,WA,28681.9
140944,6200,19346,43,NY,24282.300000000003
103379,10278,2282,56,TX,21647.000000000004
44210,2007,8744,37,FL,6957.049999999999
46456,15802,24756,35,WA,5472.5
61367,13329,28828,67,WA,7065.750000000002
84624,2779,17861,32,NY,12876.399999999998
40106,755,25146,69,FL,1847.9500000000007
133493,6495,21336,39,FL,22338.850000000002
98008,10187,22264,68,NY,15563.650000000001
145395,9513,9919,39,CA,28026.2
146492,18714,13335,38,FL,28771.75
102240,17400,21976,19,CA,17564.0
94315,7347,23475,57,CA,14096.3
99249,14249,591,60,WA,21839.4
100587,14879,6277,35,WA,20780.0
40756,14057,29092,40,TX,2986.75
98011,12057,2260,30,WA,20845.75
66378,4938,11139,58,FL,11231.550000000001
34255,19222,347,26,FL,9647.55
44484,737,24741,66,CA,2822.1000000000004
86549,6200,21416,24,FL,12885.8
64503,8371,4443,58,WA,13045.5
103794,16615,11088,18,WA,20479.050000000003
136283,18301,29069,19,WA,22734.500000000004
130732,8534,8774,21,NY,25233.0
75113,2623,6869,31,FL,13698.800000000001
135730,8646,28082,49,TX,21422.4
104069,13543,22080,53,FL,17325.250000000004
128117,12817,28979,19,FL,20301.2
35249,18660,19422,57,NY,4993.299999999999
149979,4497,2845,67,FL,29959.100000000002
49201,7933,24248,68,CA,4968.1500000000015
88576,18519,27342,31,WA,13657.55
148562,6727,22993,37,WA,24973.2
39686,12156,12386,42,NY,6664.1
142413,17949,1265,59,WA,30858.7
83363,16692,12445,66,CA,16065.150000000001
127543,8627,29225,25,NY,19496.4
30661,8368,12938,45,TX,4152.900000000001
74843,16522,11159,63,WA,14657.150000000001
125673,16577,2274,38,FL,27052.65
90963,19641,18854,40,CA,16425.250000000004
143092,15577,10482,49,CA,28334.45
72828,19619,18961,25,WA,12768.2
78604,13472,20044,48,TX,12730.600000000002
40526,942,1068,54,FL,7979.5
98910,4620,21975,33,TX,14981.25
55592,16195,14706,57,TX,9871.150000000001
58982,11154,5974,59,WA,11976.000000000002
30207,6353,10928,44,FL,4262.35
130969,9145,21213,57,WA,22262.300000000003
147181,9494,1950,58,WA,30372.8
118733,13562,24667,35,CA,19614.15
128936,19765,19477,52,WA,23882.7
98619,2880,10411,66,NY,17553.050000000003
59328,545,21695,69,FL,6523.6
76479,14132,13388,32,CA,14068.600000000002
138427,13304,29976,44,FL,22187.0
50103,1927,17771,34,CA,5866.9
69891,16388,4274,57,NY,15367.900000000001
40754,11673,2285,19,WA,9330.5
129983,15372,19590,66,CA,23404.9
111437,2663,19308,67,CA,17859.850000000002
128540,15033,7045,48,CA,26201.7
102982,9465,24855,54,NY,15802.400000000001
132747,3326,29714,58,FL,19619.800000000003
85922,3659,1618,58,NY,17328.75
78231,17515,10979,51,CA,15528.7
59301,4763,8562,51,CA,10434.150000000001
121652,10828,22280,68,WA,20384.600000000002
92711,14820,27759,20,NY,13825.45
71323,11221,12026,34,NY,12941.25
48752,11211,7843,31,TX,9471.3
127912,13569,9895,31,FL,25144.0
112205,5092,26844,63,TX,16493.8
128452,6022,23447,55,TX,20731.95
43395,12569,24879,52,FL,4344.6
115957,19543,11966,18,WA,23131.350000000002
86273,13515,17732,65,WA,14848.850000000002
121878,6159,21940,46,FL,19814.45
34895,13223,5289,21,FL,7640.200000000001
149968,8445,18806,50,NY,26558.850000000002
145700,11022,20012,34,NY,25790.3
106559,3044,18812,45,NY,17065.4
40699,9612,3033,67,NY,8823.35
95061,5636,22541,43,CA,14222.350000000002
39715,11593,8860,25,CA,7466.950000000001
49169,16179,25075,51,WA,5991.9000000000015
148413,2892,7813,35,CA,28163.15
46163,5812,17798,48,CA,5654.9
149264,654,13860,44,NY,26485.9
35782,17143,23092,33,NY,3954.8500000000004
118177,1798,25105,27,FL,17628.850000000002
114328,5159,14294,57,NY,20065.95
145028,11618,23019,29,FL,24993.550000000003
65585,8446,3621,39,FL,13478.65
60682,3823,28032,33,CA,5701.850000000002
77864,16099,21699,29,NY,12562.900000000001
114416,18260,17138,28,CA,21337.7
85114,7787,2347,37,NY,17604.1
68067,11196,29486,68,CA,7921.300000000001
72685,6380,14882,18,CA,11773.5
48073,17392,17110,44,CA,7945.9
66035,9702,29402,20,WA,7311.799999999999
94977,18892,4923,29,CA,20598.45
132710,2682,19033,47,TX,22186.05
120373,989,26622,26,TX,17567.45
113362,12476,15611,54,TX,20641.050000000003
120517,8446,15367,18,FL,21528.550000000003
95450,4711,19199,59,CA,14996.900000000001
40382,6479,9066,66,TX,6781.75
34437,13161,3279,21,FL,8041.800000000001
100971,14635,19368,32,TX,17547.45
94612,8075,26754,68,NY,13445.150000000001
120355,1007,3807,44,WA,23270.3
91929,7688,24260,25,CA,13474.0
132411,10763,22483,40,WA,22475.9
127518,3908,13965,32,WA,22598.550000000003
128864,19187,16123,44,NY,24620.100000000002
42329,11957,16991,48,NY,6011.6
55169,4379,22553,56,NY,6052.4000000000015
117468,16482,24174,64,FL,19922.4
64594,877,21957,25,TX,7561.1
106957,15585,634,47,CA,23570.65
90631,18252,29881,59,NY,13393.75
75033,19049,12771,35,CA,14671.2
93133,17772,27303,21,CA,14466.650000000001
103165,18799,17458,64,CA,19088.35
103861,2637,18298,60,NY,16593.25
82290,7242,14340,39,NY,13959.3
124031,9257,588,20,TX,26047.75
61750,8613,3231,32,NY,12834.2
125155,2883,6351,52,NY,23875.7
70461,1204,26880,64,CA,7552.800000000001
103800,16928,29900,55,TX,15824.2
108222,11831,3838,50,WA,22459.550000000003
142020,15464,1973,31,NY,30230.35
54226,17607,14346,65,NY,9899.75
36721,19556,5044,18,WA,9016.6
86154,13994,10247,66,CA,16768.149999999998
50609,6520,11672,43,TX,8181.800000000001
82130,654,10271,25,CA,13956.349999999999
102909,18830,22487,67,FL,17784.550000000003
134211,8412,6683,33,NY,26433.25
85249,3666,22221,55,FL,12044.45
78895,4277,11244,27,NY,13609.55
124473,18953,29058,59,FL,20473.050000000003
35656,5515,25827,54,WA,1501.7000000000007
104520,9205,6783,43,NY,20589.0
93740,15198,5594,45,NY,19629.2
94309,3985,28371,29,FL,12366.8
59984,13135,3822,37,TX,13011.550000000001
148947,8167,28878,66,FL,23794.95
103822,7448,3389,31,NY,21034.350000000002
35901,19403,5914,63,NY,8612.150000000001
61552,3681,18164,52,TX,8321.550000000001
121245,16956,27180,46,CA,19997.4
61055,9524,3688,29,TX,12717.6
67685,4753,14683,69,CA,10579.2
103965,7082,13080,35,NY,18585.3
44716,4002,9916,61,WA,7064.5
144099,5629,23595,19,WA,23765.4
41138,12278,29677,19,FL,2650.050000000001
65298,8417,27360,34,TX,7482.15
81112,1997,5037,27,TX,15262.7
53429,8963,13453,35,WA,8667.000000000002
80200,15784,28295,39,CA,11333.849999999999
101308,4524,22703,36,TX,15264.45
78244,3407,26253,18,CA,9596.6
147217,6731,8640,41,CA,28293.050000000003
144055,7795,29263,53,CA,22664.5
131268,11332,81,42,CA,27933.15
135441,19177,6278,53,FL,28395.25
47347,2911,16078,48,FL,5886.549999999999
46920,18799,23383,48,WA,6358.1
61822,16634,15536,19,FL,10975.500000000002
76659,15194,17790,36,TX,13163.400000000001
70108,4951,7410,29,FL,12911.75
119099,8098,15926,27,TX,21053.000000000004
37967,16117,15500,48,TX,6135.950000000001
140719,8102,1480,62,CA,28989.100000000002
41871,5565,9271,39,WA,6891.200000000001
124299,1173,3598,40,CA,24136.250000000004
107452,8624,15032,69,CA,19026.0
104270,14394,7993,40,FL,21014.85
63613,13256,29090,32,FL,7438.5
58179,835,20567,43,TX,6619.300000000001
82188,18646,20064,20,FL,14218.500000000004
85099,11824,10895,40,FL,16069.649999999998
65262,4567,15367,37,NY,9895.7
108213,3815,7644,62,TX,20303.850000000002
147407,16630,20694,57,TX,26802.4
48268,2429,11948,56,NY,7030.950000000001
107866,9182,18142,25,TX,18415.0
116269,9118,2599,35,WA,23971.750000000004
90545,11630,22000,58,WA,14353.5
133483,2607,5813,23,NY,25634.4
122822,5930,27126,44,FL,18672.4
102146,4022,3853,53,WA,20069.25
101966,11991,27322,32,NY,15361.350000000002
69922,6617,18676,54,WA,10307.95
109364,3151,1501,22,CA,21970.200000000004
72913,5580,28980,56,NY,8174.6
127033,7054,8422,26,TX,24359.2
134792,7619,7550,24,WA,26213.75
149425,15823,4250,58,TX,31195.95
85677,13247,25774,37,NY,12678.95
132154,4573,6991,27,WA,25369.000000000004
79841,15339,16498,43,TX,14144.55
76332,3491,25989,21,FL,9292.800000000001
122062,706,4406,55,FL,23416.800000000003
149863,15728,25568,41,CA,25939.800000000003
125694,6997,18731,31,NY,21505.600000000002
55032,5233,1041,58,TX,11531.100000000002
67846,5755,6927,18,CA,12700.7
89474,17718,16395,34,NY,16453.75
74936,18231,24364,62,FL,11630.850000000002
59794,6851,7871,41,TX,11018.7
91588,12126,6375,44,WA,18542.750000000004
100984,7865,23482,24,FL,15506.050000000003
80331,12118,3676,26,WA,16964.9
124397,3317,22493,60,WA,19753.7
58141,12212,13017,52,TX,10205.75
39074,11347,21781,29,TX,4071.6000000000004
36406,10390,3065,38,WA,8073.450000000001
127359,14863,2036,20,CA,27192.250000000004
53291,16548,3046,32,WA,12378.900000000001
71568,7060,26926,38,WA,8641.1
127539,15504,16924,27,TX,23602.4
76851,3057,27436,50,NY,8969.75
129942,4428,76,63,FL,26633.600000000002
84823,402,19451,69,TX,12162.150000000001
53312,8605,15880,23,CA,7983.1500000000015
73108,15761,16407,19,FL,12884.0
96918,867,21518,46,TX,14134.150000000001
64171,13779,17059,57,TX,10636.300000000001
71779,15155,23052,50,NY,10866.050000000003
98828,8210,26970,21,CA,14254.600000000002
137315,364,4267,21,CA,26450.85
128723,15366,5988,46,TX,26552.500000000004
42411,6571,27974,54,NY,2474.3500000000004
132821,16963,27335,37,TX,22274.9
147990,14017,24036,58,WA,25691.55
87009,6468,8680,40,WA,16202.0
45422,4150,1485,62,NY,9335.65
72468,13065,14713,35,TX,12775.099999999999
62371,19423,20043,66,NY,10376.900000000001
87022,4137,27811,42,TX,11072.2
101229,12236,2419,18,TX,21476.450000000004
129071,16836,24124,32,WA,22308.600000000002
81196,12153,23527,51,FL,12180.400000000001
110354,13833,15312,65,CA,20317.750000000004
126774,1381,3495,37,CA,24688.200000000004
126410,8154,17140,54,NY,22220.1
56715,1467,10716,44,CA,8884.05
57605,13439,12442,39,WA,10426.35
129853,19122,24832,68,FL,22630.9
61174,17264,18163,22,TX,10283.650000000001
39956,12006,12961,51,TX,6551.85
134444,3149,10307,56,WA,24784.4
106373,7892,6487,20,CA,20836.65
99252,16136,27924,34,TX,15289.800000000003
91949,1168,29344,41,CA,11229.0
92646,12356,9664,41,WA,17966.600000000002
100017,3129,16360,20,TX,16382.75
93037,15032,16642,62,NY,16701.7
119818,2526,4075,24,FL,23323.750000000004
36548,11059,24882,42,CA,2747.9500000000007
146981,3516,24398,20,CA,23824.100000000002
133141,19751,17502,32,CA,25215.350000000002
103294,10386,15285,46,CA,18395.450000000004
139204,3555,7631,67,WA,26466.300000000003
53177,16012,3017,46,WA,12282.95
54022,14157,20725,27,WA,7746.700000000001
136297,5111,27356,49,WA,21187.050000000003
35542,6752,18042,40,TX,3610.7000000000007
121012,16829,24762,56,WA,20536.25
126320,6364,18181,26,TX,21673.35
90428,3626,25500,54,NY,12254.500000000004
52740,3875,784,69,WA,10933.25
89353,5497,28020,57,NY,11690.150000000001
120353,15979,5691,31,WA,25044.7
143132,11529,15765,21,NY,26414.5
86532,16645,3196,37,FL,19004.15
46052,13382,9552,45,NY,8829.699999999999
130689,4025,8532,31,TX,24608.550000000003
77076,10458,16946,61,CA,12747.400000000001
83420,13844,4746,51,NY,17574.1
30671,4175,2999,30,CA,6010.700000000001
30163,9174,17577,48,FL,3014.4500000000007
71424,3443,11302,50,FL,11975.750000000002
139538,10725,16452,69,TX,25403.350000000002
83744,693,15595,56,TX,12954.0
100331,8347,22063,45,NY,15802.5
40634,11780,18812,42,WA,5190.799999999999
